intern_id,attendance_pct,submission_pct,feedback_score,mentor_sessions,department,final_success,split,success_probability
INT-1396,91.97,100.0,4.18,6.0,Design,1,test,0.9483387149437217
INT-1397,96.23,82.57,4.1,1.0,Marketing,1,train,0.8792244808565691
INT-1398,76.23,62.58,4.48,3.0,Web Development,1,test,0.6828663418303684
INT-1399,77.43,67.01,3.99,2.0,Data Analytics,0,train,0.6505147486959018
INT-1400,66.35,31.71,3.01,5.0,Design,0,train,0.212045546930249
INT-1401,88.95,90.24,4.03,7.0,Design,0,train,0.9210601339705888
INT-1402,59.4,60.3,3.01,0.0,Data Analytics,0,train,0.24041360158941294
INT-1403,85.36,59.14,3.18,5.0,Design,1,train,0.6442545105222389
INT-1404,65.75,85.79,3.25,1.0,Data Analytics,1,train,0.5585302519587264
INT-1405,65.78,61.56,4.31,0.0,Web Development,1,train,0.4663113105741349
INT-1406,88.14,100.0,3.58,3.0,Marketing,1,train,0.8935157338698126
INT-1407,93.01,68.63,3.56,5.0,Design,1,train,0.8131119005597942
INT-1408,87.32,85.85,3.12,1.0,Design,0,test,0.7636712230941305
INT-1409,65.89,71.08,3.9,3.0,Design,1,test,0.5680617531801735
INT-1410,90.62,56.44,4.61,8.0,Data Analytics,1,train,0.8560388771209372
INT-1411,67.29,85.3,4.33,3.0,Marketing,1,train,0.7401551249475454
INT-1412,100.0,100.0,4.66,8.0,Web Development,1,train,0.9765283391517383
INT-1413,56.04,57.36,3.02,7.0,Marketing,1,test,0.3277386226731235
INT-1414,73.3,81.65,3.92,3.0,Marketing,0,train,0.7288687546802535
INT-1415,100.0,91.58,4.45,5.0,Data Analytics,1,train,0.9543298360167976
INT-1416,85.52,46.23,3.19,6.0,Design,1,test,0.5657528099496829
INT-1417,100.0,100.0,4.56,4.0,Data Analytics,1,train,0.963939973518516
INT-1418,100.0,92.29,3.99,3.0,Design,1,train,0.9327309129244328
INT-1419,81.4,92.68,4.2,2.0,Web Development,1,train,0.8568237638893856
INT-1420,87.51,91.46,3.21,1.0,Data Analytics,1,test,0.8052680746513783
INT-1421,67.74,84.71,3.12,0.0,Design,1,train,0.5314106441250157
INT-1422,77.31,79.36,4.49,3.0,Marketing,1,test,0.8011896332850388
INT-1423,70.74,58.34,5.0,7.0,Data Analytics,1,train,0.7365212205355361
INT-1424,91.17,84.68,3.26,2.0,Marketing,1,train,0.8149529094947098
INT-1425,73.78,60.85,2.61,1.0,Marketing,0,train,0.36049925484303286
INT-1426,74.23,67.6,2.27,2.0,Design,1,train,0.4009296403761087
INT-1427,97.55,87.58,3.74,5.0,Marketing,1,train,0.9183637233658193
INT-1428,93.66,67.27,4.49,1.0,Web Development,1,test,0.8245332369807942
INT-1429,73.66,79.83,4.14,1.0,Design,1,train,0.7032543743384605
INT-1430,85.32,63.01,3.89,1.0,Design,1,test,0.66874230156136
INT-1431,66.75,66.92,3.63,2.0,Design,0,train,0.4835930489548469
INT-1432,73.69,33.96,2.45,1.0,Marketing,0,train,0.17134374044029657
INT-1433,77.63,65.51,2.8,7.0,Marketing,0,train,0.6103733440151058
INT-1434,65.67,51.12,2.57,8.0,Marketing,0,train,0.3499340499702661
INT-1435,73.77,100.0,2.41,3.0,Design,1,train,0.700686401493071
INT-1436,49.44,82.54,2.55,0.0,Marketing,0,train,0.25057389915072625
INT-1437,54.17,59.04,2.39,0.0,Design,0,train,0.14693081016395934
INT-1438,50.84,36.16,2.46,2.0,Design,0,train,0.07862195932053334
INT-1439,56.53,32.48,2.95,4.0,Data Analytics,0,train,0.1333162009116429
INT-1440,86.18,76.46,4.39,4.0,Web Development,1,train,0.8523523149183199
INT-1441,85.12,66.03,1.78,2.0,Marketing,1,train,0.44935720669615936
INT-1442,95.7,47.55,2.54,3.0,Web Development,1,test,0.5379976613797905
INT-1443,58.77,49.23,3.17,2.0,Design,0,train,0.21784497084498614
INT-1444,95.21,80.74,2.17,4.0,Marketing,1,train,0.7622081448060978
INT-1445,74.66,71.11,4.19,6.0,Web Development,1,train,0.7551771322032047
INT-1446,84.33,61.55,2.27,0.0,Web Development,1,train,0.4175076599696382
INT-1447,100.0,100.0,5.0,4.0,Data Analytics,1,train,0.9710997675533869
INT-1448,100.0,96.53,3.54,5.0,Data Analytics,1,train,0.9390628426929655
INT-1449,80.97,86.7,3.98,6.0,Design,1,test,0.8631327263526786
INT-1450,81.39,62.6,5.0,5.0,Design,1,train,0.81353873054695
INT-1451,61.75,56.03,1.65,4.0,Web Development,0,test,0.1819606548476699
INT-1452,92.69,76.7,4.14,6.0,Web Development,0,train,0.8937241666983188
INT-1453,73.58,51.5,2.08,3.0,Data Analytics,0,test,0.27265595748609045
INT-1454,47.31,71.36,3.5,5.0,Marketing,0,train,0.3558430223131786
INT-1455,77.26,100.0,3.99,2.0,Design,1,train,0.8502631925156497
INT-1456,66.22,100.0,3.43,3.0,Data Analytics,1,train,0.7368495004723226
INT-1457,100.0,100.0,3.91,1.0,Design,1,train,0.9343279397738257
INT-1458,80.41,69.7,3.99,3.0,Web Development,1,train,0.7209327907249247
INT-1459,100.0,92.5,3.28,1.0,Marketing,1,test,0.8881796028657282
INT-1460,100.0,80.69,4.45,2.0,Web Development,1,train,0.9149777574278124
INT-1461,78.79,92.75,3.6,3.0,Marketing,0,train,0.810893684332643
INT-1462,67.58,59.66,2.06,4.0,Design,1,test,0.2900335762857705
INT-1463,69.09,73.55,4.09,8.0,Data Analytics,1,train,0.7490651601581898
INT-1464,77.07,70.72,3.58,0.0,Marketing,0,train,0.5799454541772143
INT-1465,92.12,100.0,5.0,8.0,Design,1,train,0.9717622070748709
INT-1466,62.56,80.18,4.28,2.0,Web Development,1,train,0.6292167002000801
INT-1467,74.09,51.25,2.2,6.0,Data Analytics,1,train,0.35187391263398476
INT-1468,52.14,45.83,2.66,6.0,Web Development,1,train,0.1711993540222402
INT-1469,78.33,83.14,2.77,8.0,Design,1,train,0.7620080710695292
INT-1470,52.93,32.28,3.58,0.0,Data Analytics,0,train,0.10821796132476369
INT-1471,89.81,77.92,3.76,8.0,Web Development,1,test,0.8843814288680195
INT-1472,93.22,79.5,4.09,0.0,Design,1,train,0.8372331178805725
INT-1473,77.5,96.78,3.25,7.0,Design,1,test,0.8508745122440242
INT-1474,40.51,48.25,2.23,5.0,Marketing,0,train,0.08652574984294972
INT-1475,76.52,59.45,4.22,4.0,Data Analytics,1,train,0.6539221482390252
INT-1476,78.9,76.57,3.32,3.0,Marketing,1,train,0.6823244498909209
INT-1477,99.5,100.0,4.17,0.0,Web Development,1,train,0.9352006134072077
INT-1478,56.35,41.45,2.28,7.0,Data Analytics,0,train,0.16377272641893906
INT-1479,66.43,76.36,2.82,6.0,Marketing,0,train,0.5523537292149627
INT-1480,100.0,100.0,3.27,8.0,Design,1,train,0.952827094450786
INT-1481,83.4,82.22,3.1,6.0,Design,1,train,0.7932404512930595
INT-1482,100.0,80.43,4.73,8.0,Web Development,1,train,0.9568210795979499
INT-1483,77.65,79.87,3.31,7.0,Marketing,1,train,0.7692140446960692
INT-1484,85.21,80.49,4.06,3.0,Data Analytics,0,train,0.8286550170446517
INT-1485,75.67,85.27,2.05,6.0,Data Analytics,1,train,0.6325191265371235
INT-1486,62.2,50.07,3.39,2.0,Data Analytics,0,test,0.27373266339788693
INT-1487,92.4,100.0,3.73,7.0,Design,1,train,0.9423324826765318
INT-1488,74.64,35.33,2.38,5.0,Data Analytics,0,train,0.2439194133126146
INT-1489,84.82,83.24,3.69,3.0,Marketing,1,test,0.8114216144393324
INT-1490,94.34,70.38,3.14,5.0,Data Analytics,1,train,0.7979395563098918
INT-1491,75.78,86.77,1.61,2.0,Design,1,train,0.49502831842859824
INT-1492,93.96,58.99,4.03,5.0,Marketing,1,train,0.8070017779468336
INT-1493,68.69,51.75,3.26,4.0,Marketing,0,train,0.3801066731695661
INT-1494,86.9,41.28,2.64,2.0,Web Development,1,test,0.37376169154633443
INT-1495,68.2,70.87,2.55,8.0,Data Analytics,1,train,0.5400173117598883
INT-1496,54.88,35.11,1.82,0.0,Marketing,0,test,0.05535925457822866
INT-1497,70.42,70.47,3.72,6.0,Web Development,0,train,0.6599533727139747
INT-1498,85.21,23.47,3.95,1.0,Marketing,0,train,0.35030156454308164
INT-1499,96.16,86.76,3.9,2.0,Data Analytics,1,train,0.8926538221414796
INT-1500,58.12,46.09,1.84,1.0,Design,1,train,0.09935469592539577
